customer_id,customer_name,phone,address_area,main_branch,first_order_date,last_order_date,total_orders,total_spent,recency_days,R_score,F_score,M_score,RFM_Score
1990,زياد النجار,1088710068,عباس العقاد,Nasr City,2025-01-21,2025-01-21,1,467,100,1,1,1,111
4364,زياد حسن,1160479270,شارع 9,Maadi,2025-01-17,2025-01-17,1,912,104,1,1,3,113
1221,سامي فتحي,1164467002,روكسي,Heliopolis,2025-03-10,2025-03-10,1,296,52,3,1,1,311
4876,يوسف سالم,1041250649,المعادي الجديدة,Maadi,2025-03-02,2025-04-15,2,1685,16,4,4,4,444
4330,إبراهيم عبدالله,1078341492,الحي الأول,Zayed,2025-01-21,2025-01-21,1,631,100,1,1,2,112
4156,أحمد عبدالله,1010104312,هليوبوليس سكوير,Heliopolis,2025-05-01,2025-05-01,1,760,0,5,1,2,512
2430,عمر حجازي,1174479395,الحي السابع,October,2025-03-21,2025-04-26,2,2077,5,5,4,5,545
1450,زياد حجازي,1297591654,هليوبوليس سكوير,Heliopolis,2025-01-27,2025-04-22,2,780,9,5,4,2,542
3587,محمد حجازي,1122048923,زايد 2,October,2025-01-13,2025-02-13,3,1058,77,2,5,3,253
1549,رامي حسن,1298730678,روكسي,Heliopolis,2025-01-16,2025-01-16,1,720,105,1,1,2,112
4848,محمد عبدالسلام,1230946351,روكسي,Heliopolis,2025-02-28,2025-02-28,1,271,62,2,1,1,211
3701,سيف الشمري,1048087725,زايد 2,October,2025-03-19,2025-03-19,1,950,43,3,1,3,313
2988,إبراهيم سالم,1194759763,شارع 9,Maadi,2025-03-18,2025-03-18,1,735,44,3,1,2,312
2151,أحمد جمال,1137247718,شارع الطيران,Nasr City,2025-01-27,2025-04-27,2,2008,4,5,4,5,545
1362,ياسين عبدالرحمن,1120295365,كمبوند بيفرلي هيلز,Zayed,2025-03-10,2025-03-10,1,991,52,3,1,3,313
4107,أحمد عبدالله,1294113864,روكسي,Heliopolis,2025-02-12,2025-02-12,1,656,78,2,1,2,212
3926,سيف حسن,1181663787,النزهة,Heliopolis,2025-02-27,2025-03-03,2,1723,59,2,4,4,244
2832,حسين الصاوي,1247696379,الحي السابع,October,2025-01-28,2025-05-01,3,2381,0,5,5,5,555
2909,سيف الصاوي,1160314997,مكرم عبيد,Nasr City,2025-02-06,2025-02-06,1,341,84,2,1,1,211
4900,حمزة جمال,1184961510,روكسي,Heliopolis,2025-03-19,2025-03-19,1,680,43,3,1,2,312
3488,سامي الشمري,1263550215,كمبوند بيفرلي هيلز,Zayed,2025-02-14,2025-02-14,1,494,76,2,1,1,211
3311,شريف عبدالله,1120736147,الحي الثالث,Zayed,2025-01-09,2025-03-03,2,1321,59,2,4,4,244
1344,إبراهيم فتحي,1166177563,زهراء المعادي,Maadi,2025-02-11,2025-04-30,5,4369,1,5,5,5,555
4752,مصطفى الهواري,1116607896,المنطقة السادسة,Nasr City,2025-03-06,2025-04-23,2,1305,8,5,4,4,544
2755,طارق جمال,1240525792,هليوبوليس سكوير,Heliopolis,2025-03-04,2025-03-09,2,992,53,3,4,3,343
2550,إبراهيم الصاوي,1064231470,عباس العقاد,Nasr City,2025-01-26,2025-03-10,3,3128,52,3,5,5,355
1051,إبراهيم سالم,1178621416,الحي الرابع,Zayed,2025-01-29,2025-03-03,3,3071,59,2,5,5,255
1097,شريف النجار,1071215394,الحي الثالث,Zayed,2025-02-13,2025-02-13,1,1343,77,2,1,4,214
2269,يوسف حجازي,1093835391,المعادي الجديدة,Maadi,2025-03-03,2025-03-03,1,392,59,2,1,1,211
1900,أحمد حسن,1295103328,الحي السابع,October,2025-01-29,2025-03-30,3,2629,32,4,5,5,455
4837,خالد سيد,1022261443,مكرم عبيد,Nasr City,2025-02-01,2025-03-27,3,4143,35,4,5,5,455
2692,سيف سالم,1157239635,زايد 2,October,2025-02-10,2025-02-17,2,1956,73,2,4,5,245
2379,حمزة عبدالسلام,1025119324,المعادي الجديدة,Maadi,2025-01-21,2025-01-21,1,205,100,1,1,1,111
1153,طارق الشمري,1023984624,هليوبوليس سكوير,Heliopolis,2025-01-17,2025-02-11,3,3187,79,2,5,5,255
1755,خالد سالم,1287881429,المنطقة السادسة,Nasr City,2025-04-20,2025-04-20,1,1230,11,5,1,3,513
4614,حمزة عبدالله,1110959563,الميرغني,Heliopolis,2025-01-22,2025-04-20,2,3079,11,5,4,5,545
4480,أحمد عبدالسلام,1092798868,شارع الطيران,Nasr City,2025-04-13,2025-04-13,1,1390,18,4,1,4,414
1314,إبراهيم سالم,1022577444,النزهة,Heliopolis,2025-01-31,2025-01-31,1,461,90,1,1,1,111
2557,حسين النجار,1182639400,زهراء المعادي,Maadi,2025-01-05,2025-05-01,2,1942,0,5,4,5,545
2674,سامي عطية,1249585688,هليوبوليس سكوير,Heliopolis,2025-01-21,2025-04-30,4,4008,1,5,5,5,555
4403,خالد عبدالله,1073398561,عباس العقاد,Nasr City,2025-04-17,2025-04-24,2,3194,7,5,4,5,545
3974,شريف الشريف,1151969393,المنطقة السادسة,Nasr City,2025-01-09,2025-04-24,2,1642,7,5,4,4,544
1381,عبدالله عبدالسلام,1091530963,الحي الثالث,Zayed,2025-01-11,2025-01-11,1,750,110,1,1,2,112
1039,عمر فتحي,1059278502,الحي الرابع,Zayed,2025-01-14,2025-04-14,3,2570,17,4,5,5,455
1005,سامي الشاذلي,1119116647,هليوبوليس سكوير,Heliopolis,2025-02-16,2025-04-02,3,1602,29,4,5,4,454
1871,محمد جمال,1030718011,زايد 2,October,2025-02-05,2025-02-28,2,1908,62,2,4,5,245
3900,زياد عبدالرحمن,1145540880,عباس العقاد,Nasr City,2025-03-19,2025-03-19,1,310,43,3,1,1,311
2747,سامي النجار,1051829811,المعادي الجديدة,Maadi,2025-01-29,2025-04-02,4,2865,29,4,5,5,455
2230,عمر حسن,1028522980,المنطقة السادسة,Nasr City,2025-02-26,2025-03-01,2,2152,61,2,4,5,245
2660,عمر سالم,1144208801,كورنيش المعادي,Maadi,2025-01-02,2025-01-02,1,361,119,1,1,1,111
3678,عمر الشمري,1058849800,كورنيش المعادي,Maadi,2025-03-04,2025-04-08,3,1370,23,4,5,4,454
2811,ياسين فتحي,1077024414,المنطقة السادسة,Nasr City,2025-01-15,2025-01-15,1,629,106,1,1,2,112
4776,زياد الشمري,1211266834,زهراء المعادي,Maadi,2025-01-04,2025-04-25,3,1357,6,5,5,4,554
2732,طارق سيد,1024165519,زايد 2,October,2025-04-19,2025-04-19,1,828,12,5,1,2,512
3718,رامي الهواري,1091632183,المنطقة السادسة,Nasr City,2025-03-08,2025-04-13,2,1612,18,4,4,4,444
4179,رامي جمال,1095574435,هليوبوليس سكوير,Heliopolis,2025-01-14,2025-01-14,1,306,107,1,1,1,111
3390,يوسف جمال,1225490872,ميدان الحصري,October,2025-01-05,2025-03-21,2,2647,41,3,4,5,345
1964,ياسين سالم,1268254326,الميرغني,Heliopolis,2025-04-17,2025-04-17,1,517,14,5,1,1,511
4805,أحمد سيد,1211605110,كورنيش المعادي,Maadi,2025-02-03,2025-04-02,2,2060,29,4,4,5,445
3698,ياسين النجار,1240216706,زهراء المعادي,Maadi,2025-01-20,2025-04-05,2,1297,26,4,4,4,444
4664,وليد الشريف,1018894053,زايد 2,October,2025-01-26,2025-03-06,3,2034,56,3,5,5,355
2477,خالد عبدالرحمن,1121651637,الحي الرابع,Zayed,2025-01-18,2025-03-26,2,947,36,3,4,3,343
3544,عبدالله الصاوي,1115596794,المنطقة السادسة,Nasr City,2025-02-12,2025-02-12,1,718,78,2,1,2,212
3732,أحمد عطية,1143536873,عباس العقاد,Nasr City,2025-02-07,2025-04-11,2,1327,20,4,4,4,444
3301,كريم فتحي,1066031639,الحي الأول,Zayed,2025-02-28,2025-03-14,2,1376,48,3,4,4,344
1004,ياسين الشمري,1030875818,شارع 9,Maadi,2025-04-20,2025-04-20,1,1293,11,5,1,4,514
4130,كريم الصاوي,1251362392,شارع الطيران,Nasr City,2025-03-21,2025-03-21,1,277,41,3,1,1,311
1301,أحمد عبدالله,1287578542,شارع 9,Maadi,2025-02-08,2025-04-30,2,1796,1,5,4,4,544
4506,طارق عبدالسلام,1197744664,الميرغني,Heliopolis,2025-03-22,2025-04-14,2,1397,17,4,4,4,444
4393,زياد عطية,1035175572,النزهة,Heliopolis,2025-03-06,2025-04-18,3,4227,13,5,5,5,555
1270,يوسف جمال,1273476026,الحي السابع,October,2025-03-20,2025-03-20,1,257,42,3,1,1,311
3729,طارق الشمري,1095967653,زايد 2,October,2025-01-29,2025-01-29,1,733,92,1,1,2,112
4297,عبدالله عبدالرحمن,1148638500,هليوبوليس سكوير,Heliopolis,2025-03-26,2025-04-14,2,2061,17,4,4,5,445
4463,حسين منصور,1048476334,كمبوند بيفرلي هيلز,Zayed,2025-03-14,2025-03-14,1,1288,48,3,1,3,313
4140,طارق الهواري,1062316192,النزهة,Heliopolis,2025-01-12,2025-04-05,4,2728,26,4,5,5,455
1904,يوسف عطية,1077543410,زهراء المعادي,Maadi,2025-02-09,2025-02-09,1,1317,81,2,1,4,214
2299,إبراهيم منصور,1277131547,كمبوند بيفرلي هيلز,Zayed,2025-01-11,2025-02-21,3,3356,69,2,5,5,255
4630,ياسين سالم,1295372116,ميدان الحصري,October,2025-02-22,2025-03-14,2,1926,48,3,4,5,345
2216,حسين سيد,1171635698,الحي الخامس,October,2025-02-11,2025-03-19,2,1145,43,3,4,3,343
4402,عمر منصور,1254878689,ميدان الحصري,October,2025-01-26,2025-03-26,2,2258,36,3,4,5,345
2103,زياد سالم,1019432076,الميرغني,Heliopolis,2025-02-02,2025-02-02,2,2206,88,1,4,5,145
2743,أحمد النجار,1029446726,الحي السابع,October,2025-01-28,2025-01-28,1,407,93,1,1,1,111
3991,كريم سالم,1123582811,الحي الأول,Zayed,2025-03-13,2025-03-13,1,643,49,3,1,2,312
4916,حمزة فتحي,1122278859,هليوبوليس سكوير,Heliopolis,2025-02-16,2025-02-16,1,970,74,2,1,3,213
4938,سامي سالم,1214041982,كورنيش المعادي,Maadi,2025-01-28,2025-03-01,2,1871,61,2,4,5,245
3933,زياد الشاذلي,1243354672,الحي السابع,October,2025-02-26,2025-04-08,2,1873,23,4,4,5,445
3527,مصطفى فتحي,1153735046,مكرم عبيد,Nasr City,2025-01-01,2025-01-01,1,605,120,1,1,1,111
2789,رامي سالم,1017413977,مكرم عبيد,Nasr City,2025-02-02,2025-02-02,1,713,88,1,1,2,112
1643,طارق النجار,1298716546,شارع الطيران,Nasr City,2025-02-11,2025-02-11,1,615,79,2,1,1,211
1859,محمود عادل,1144328509,شارع الطيران,Nasr City,2025-01-07,2025-01-07,1,705,114,1,1,2,112
1011,أحمد سيد,1084642078,شارع 9,Maadi,2025-02-24,2025-03-09,2,876,53,3,4,2,342
2780,أحمد النجار,1164907955,عباس العقاد,Nasr City,2025-02-27,2025-03-17,3,2877,45,3,5,5,355
3507,يوسف الشاذلي,1220370759,هليوبوليس سكوير,Heliopolis,2025-02-24,2025-02-24,1,246,66,2,1,1,211
2041,سامي عبدالله,1130891815,المنطقة السادسة,Nasr City,2025-04-20,2025-04-20,1,665,11,5,1,2,512
2080,حسين عبدالله,1238297077,الميرغني,Heliopolis,2025-01-17,2025-02-25,2,2162,65,2,4,5,245
2348,عمر حجازي,1256908576,كورنيش المعادي,Maadi,2025-01-04,2025-01-11,2,1746,110,1,4,4,144
3112,ياسين الصاوي,1158277491,شارع 9,Maadi,2025-04-17,2025-04-17,1,252,14,5,1,1,511
4426,محمد منصور,1180197209,الحي الثالث,Zayed,2025-01-16,2025-03-30,3,1860,32,4,5,5,455
3035,أحمد الشريف,1030169503,كمبوند بيفرلي هيلز,Zayed,2025-02-27,2025-03-31,2,864,31,4,4,2,442
4346,عبدالله عبدالرحمن,1134794032,شارع 9,Maadi,2025-04-10,2025-04-10,1,420,21,4,1,1,411
3261,سيف عبدالسلام,1065737871,الحي الخامس,October,2025-01-07,2025-04-01,3,1163,30,4,5,3,453
2928,إبراهيم الشمري,1027360577,مكرم عبيد,Nasr City,2025-02-05,2025-04-08,3,2991,23,4,5,5,455
2315,زياد الهواري,1129644029,روكسي,Heliopolis,2025-02-22,2025-02-22,1,695,68,2,1,2,212
3426,خالد عطية,1075348781,هليوبوليس سكوير,Heliopolis,2025-04-11,2025-04-11,1,440,20,4,1,1,411
1359,محمود فتحي,1011677863,عباس العقاد,Nasr City,2025-02-09,2025-04-09,2,3058,22,4,4,5,445
1743,أحمد عبدالسلام,1179643614,شارع 9,Maadi,2025-04-29,2025-04-29,1,1208,2,5,1,3,513
1430,خالد فتحي,1127048577,الميرغني,Heliopolis,2025-01-17,2025-01-17,1,397,104,1,1,1,111
4064,رامي عطية,1292812910,النزهة,Heliopolis,2025-03-28,2025-03-28,1,620,34,4,1,2,412
1209,محمود عبدالسلام,1254877047,المعادي الجديدة,Maadi,2025-02-20,2025-02-20,1,637,70,2,1,2,212
3505,رامي عبدالسلام,1046656359,زايد 2,October,2025-03-20,2025-03-20,1,1515,42,3,1,4,314
2135,إبراهيم عبدالله,1263141670,الحي الأول,Zayed,2025-02-02,2025-04-17,2,1391,14,5,4,4,544
2219,شريف الشريف,1111635686,كورنيش المعادي,Maadi,2025-02-06,2025-02-06,1,1066,84,2,1,3,213
1857,سيف جمال,1185921992,الحي السابع,October,2025-03-16,2025-03-24,2,1948,38,3,4,5,345
4502,سيف فتحي,1215255140,كورنيش المعادي,Maadi,2025-02-16,2025-04-13,2,3379,18,4,4,5,445
3155,حمزة الشريف,1087179992,الحي الثالث,Zayed,2025-02-15,2025-04-30,3,2843,1,5,5,5,555
4302,شريف منصور,1021839478,شارع 9,Maadi,2025-01-20,2025-03-27,2,1782,35,4,4,4,444
2295,سامي عطية,1180637666,المعادي الجديدة,Maadi,2025-04-21,2025-04-21,1,1067,10,5,1,3,513
1608,كريم جمال,1292705650,المعادي الجديدة,Maadi,2025-03-16,2025-03-16,1,1248,46,3,1,3,313
2364,زياد الشريف,1082767011,ميدان الحصري,October,2025-01-17,2025-01-17,1,442,104,1,1,1,111
2290,طارق حسن,1130367033,الميرغني,Heliopolis,2025-01-02,2025-04-13,3,2264,18,4,5,5,455
4967,خالد منصور,1241081131,زايد 2,October,2025-01-25,2025-03-17,3,1798,45,3,5,4,354
3396,طارق الصاوي,1046397375,شارع الطيران,Nasr City,2025-02-12,2025-02-12,1,385,78,2,1,1,211
1465,سيف الشريف,1249365162,هليوبوليس سكوير,Heliopolis,2025-01-06,2025-04-30,3,2904,1,5,5,5,555
4273,ياسين سيد,1077275060,النزهة,Heliopolis,2025-02-05,2025-02-05,1,1056,85,2,1,3,213
3772,شريف الشاذلي,1210705209,الميرغني,Heliopolis,2025-01-19,2025-04-14,3,2207,17,4,5,5,455
3658,ياسين جمال,1012645778,روكسي,Heliopolis,2025-02-12,2025-04-27,2,1892,4,5,4,5,545
3890,زياد الهواري,1149242392,كورنيش المعادي,Maadi,2025-01-29,2025-03-06,3,2967,56,3,5,5,355
1950,سيف منصور,1127391955,زهراء المعادي,Maadi,2025-01-18,2025-04-12,3,2420,19,4,5,5,455
2076,حسين عبدالرحمن,1234492009,المنطقة السادسة,Nasr City,2025-03-18,2025-03-18,1,702,44,3,1,2,312
4883,يوسف فتحي,1113782653,شارع 9,Maadi,2025-02-21,2025-03-26,2,2335,36,3,4,5,345
4167,سامي حسن,1287282881,الحي الأول,Zayed,2025-01-14,2025-04-09,2,1566,22,4,4,4,444
1707,سامي عبدالسلام,1116805907,شارع الطيران,Nasr City,2025-02-13,2025-02-13,1,1110,77,2,1,3,213
2948,سيف الشاذلي,1117530268,الحي السابع,October,2025-02-20,2025-03-17,3,3800,45,3,5,5,355
3409,حسين فتحي,1096440783,المعادي الجديدة,Maadi,2025-04-07,2025-04-07,1,977,24,4,1,3,413
1744,رامي جمال,1264247866,كمبوند بيفرلي هيلز,Zayed,2025-02-26,2025-02-26,1,1983,64,2,1,5,215
4232,أحمد جمال,1293750090,الميرغني,Heliopolis,2025-04-01,2025-04-24,2,702,7,5,4,2,542
3882,رامي منصور,1267599357,الميرغني,Heliopolis,2025-02-03,2025-02-03,2,1441,87,1,4,4,144
1053,عمر عبدالله,1261617979,هليوبوليس سكوير,Heliopolis,2025-03-04,2025-03-19,2,1188,43,3,4,3,343
1724,طارق الشاذلي,1293129489,الحي الأول,Zayed,2025-02-02,2025-02-02,1,1142,88,1,1,3,113
2808,حسين الهواري,1083626846,المعادي الجديدة,Maadi,2025-02-03,2025-04-30,2,1591,1,5,4,4,544
1582,عبدالله عطية,1068164097,روكسي,Heliopolis,2025-01-14,2025-02-25,3,2793,65,2,5,5,255
3139,ياسين الصاوي,1272374286,روكسي,Heliopolis,2025-01-20,2025-01-20,1,584,101,1,1,1,111
3897,وليد الشاذلي,1211709278,عباس العقاد,Nasr City,2025-04-03,2025-04-03,1,485,28,4,1,1,411
1305,زياد منصور,1041196023,كورنيش المعادي,Maadi,2025-03-21,2025-04-21,2,2933,10,5,4,5,545
3804,ياسين سالم,1131926046,زهراء المعادي,Maadi,2025-01-18,2025-03-02,3,3060,60,2,5,5,255
3473,عبدالله جمال,1069959823,زايد 2,October,2025-01-11,2025-01-11,1,781,110,1,1,2,112
3835,شريف النجار,1262218316,شارع 9,Maadi,2025-01-07,2025-03-02,2,1942,60,2,4,5,245
3967,وليد الهواري,1162187878,مكرم عبيد,Nasr City,2025-03-25,2025-03-25,1,455,37,3,1,1,311
3998,أحمد الشريف,1223271144,الحي الأول,Zayed,2025-03-16,2025-03-16,1,771,46,3,1,2,312
1143,عبدالله الشريف,1244499898,الميرغني,Heliopolis,2025-01-09,2025-03-16,2,1166,46,3,4,3,343
1115,سيف حجازي,1152939342,الحي الأول,Zayed,2025-03-13,2025-03-13,1,1722,49,3,1,4,314
1719,حسين عبدالرحمن,1129459927,الحي السابع,October,2025-01-30,2025-01-30,1,1741,91,1,1,4,114
3762,أحمد الصاوي,1223524201,هليوبوليس سكوير,Heliopolis,2025-02-04,2025-04-19,5,7038,12,5,5,5,555
4405,مصطفى الشاذلي,1165854454,كمبوند بيفرلي هيلز,Zayed,2025-02-09,2025-02-09,1,931,81,2,1,3,213
1976,حسين عبدالله,1081388494,مكرم عبيد,Nasr City,2025-01-12,2025-04-04,4,3318,27,4,5,5,455
2553,مصطفى الهواري,1134107211,الميرغني,Heliopolis,2025-03-19,2025-03-19,1,620,43,3,1,2,312
3760,أحمد عبدالله,1128860879,عباس العقاد,Nasr City,2025-01-08,2025-02-06,2,1771,84,2,4,4,244
4731,سيف حسن,1298854708,المنطقة السادسة,Nasr City,2025-01-12,2025-03-18,2,2195,44,3,4,5,345
3443,مصطفى منصور,1036253169,كمبوند بيفرلي هيلز,Zayed,2025-03-12,2025-03-12,1,1383,50,3,1,4,314
3839,سيف الصاوي,1159275684,الحي الأول,Zayed,2025-01-26,2025-02-23,2,1673,67,2,4,4,244
2417,زياد حسن,1211078097,مكرم عبيد,Nasr City,2025-02-03,2025-03-01,2,1651,61,2,4,4,244
4384,إبراهيم الشمري,1212704014,الحي السابع,October,2025-02-07,2025-02-07,1,740,83,2,1,2,212
3493,سيف حسن,1236362137,ميدان الحصري,October,2025-03-17,2025-03-29,2,1823,33,4,4,4,444
4831,خالد حجازي,1010292914,المعادي الجديدة,Maadi,2025-03-16,2025-03-16,1,745,46,3,1,2,312
2876,أحمد عبدالسلام,1241417475,المعادي الجديدة,Maadi,2025-02-25,2025-04-08,2,2010,23,4,4,5,445
4540,محمود حجازي,1129805924,هليوبوليس سكوير,Heliopolis,2025-02-24,2025-03-23,3,3473,39,3,5,5,355
2354,شريف سالم,1094656366,كمبوند بيفرلي هيلز,Zayed,2025-01-08,2025-05-01,2,1484,0,5,4,4,544
1473,سيف النجار,1298642722,المنطقة السادسة,Nasr City,2025-01-01,2025-02-05,2,2709,85,2,4,5,245
3848,كريم جمال,1025753402,زهراء المعادي,Maadi,2025-02-25,2025-04-07,2,1625,24,4,4,4,444
2667,محمد جمال,1082390291,الحي الرابع,Zayed,2025-04-03,2025-04-03,1,1178,28,4,1,3,413
4957,إبراهيم الهواري,1020713752,مكرم عبيد,Nasr City,2025-01-08,2025-04-22,2,1580,9,5,4,4,544
4964,طارق عادل,1022649513,الحي الأول,Zayed,2025-03-06,2025-04-21,3,2148,10,5,5,5,555
1988,سامي حسن,1211979326,كمبوند بيفرلي هيلز,Zayed,2025-02-27,2025-04-17,4,3418,14,5,5,5,555
2164,أحمد الشمري,1165401690,شارع 9,Maadi,2025-03-25,2025-03-25,1,205,37,3,1,1,311
1858,عبدالله عبدالسلام,1223603296,الحي الأول,Zayed,2025-01-17,2025-03-28,2,2380,34,4,4,5,445
4711,رامي عبدالله,1027726680,المعادي الجديدة,Maadi,2025-01-21,2025-03-11,4,3978,51,3,5,5,355
1948,عمر منصور,1128459539,الميرغني,Heliopolis,2025-02-21,2025-02-21,1,565,69,2,1,1,211
3787,سامي عبدالرحمن,1274083996,الحي السابع,October,2025-01-22,2025-02-17,2,1887,73,2,4,5,245
2116,رامي سالم,1133849458,زايد 2,October,2025-04-17,2025-04-17,1,835,14,5,1,2,512
2173,عمر الشمري,1165720880,الحي الخامس,October,2025-03-30,2025-03-30,1,250,32,4,1,1,411
4439,حمزة عطية,1112890314,شارع 9,Maadi,2025-01-14,2025-03-27,3,2271,35,4,5,5,455
1851,حمزة فتحي,1044157273,شارع الطيران,Nasr City,2025-01-20,2025-01-21,2,1111,100,1,4,3,143
1557,حمزة جمال,1117384587,روكسي,Heliopolis,2025-03-11,2025-03-11,1,636,51,3,1,2,312
1697,محمود الصاوي,1021062129,الميرغني,Heliopolis,2025-01-29,2025-03-01,3,1527,61,2,5,4,254
2189,شريف سالم,1045369258,روكسي,Heliopolis,2025-02-13,2025-03-27,3,2650,35,4,5,5,455
2556,أحمد الهواري,1153166196,الحي الأول,Zayed,2025-02-20,2025-02-20,1,1035,70,2,1,3,213
3554,رامي الشمري,1013330289,شارع 9,Maadi,2025-01-24,2025-04-25,2,2672,6,5,4,5,545
3700,محمود فتحي,1144031481,المنطقة السادسة,Nasr City,2025-01-04,2025-04-18,4,4990,13,5,5,5,555
2124,مصطفى الهواري,1090053392,النزهة,Heliopolis,2025-01-21,2025-01-21,1,894,100,1,1,2,112
1923,حمزة عطية,1072374724,المنطقة السادسة,Nasr City,2025-01-17,2025-01-17,1,895,104,1,1,2,112
1588,زياد فتحي,1078663940,روكسي,Heliopolis,2025-03-06,2025-04-21,2,1308,10,5,4,4,544
4174,زياد الشاذلي,1034567364,زايد 2,October,2025-04-25,2025-04-25,1,425,6,5,1,1,511
2147,كريم عبدالله,1261076793,مكرم عبيد,Nasr City,2025-01-17,2025-01-27,2,1242,94,1,4,3,143
3011,عبدالله عادل,1283988948,الحي الرابع,Zayed,2025-03-25,2025-03-28,2,2443,34,4,4,5,445
2507,سامي الصاوي,1057523485,ميدان الحصري,October,2025-03-26,2025-03-26,1,1035,36,3,1,3,313
1104,سيف حسن,1035789954,الحي الخامس,October,2025-02-17,2025-03-27,3,3174,35,3,5,5,355
1587,رامي النجار,1031081566,كمبوند بيفرلي هيلز,Zayed,2025-01-17,2025-02-14,2,1258,76,2,4,3,243
3499,إبراهيم منصور,1128081675,الحي الأول,Zayed,2025-01-13,2025-03-24,2,2170,38,3,4,5,345
1245,وليد عبدالله,1077795236,شارع 9,Maadi,2025-02-10,2025-02-10,1,1102,80,2,1,3,213
3100,مصطفى جمال,1023707003,شارع الطيران,Nasr City,2025-01-26,2025-01-26,1,703,95,1,1,2,112
1369,محمود النجار,1213585078,الحي الرابع,Zayed,2025-03-15,2025-03-15,1,555,47,3,1,1,311
3327,محمود سالم,1234340791,ميدان الحصري,October,2025-02-10,2025-02-10,1,475,80,2,1,1,211
2073,خالد الهواري,1016700777,الحي الخامس,October,2025-04-04,2025-04-20,2,1375,11,5,4,4,544
2771,حمزة سالم,1028366332,الحي الخامس,October,2025-04-09,2025-04-09,1,711,22,4,1,2,412
1475,سيف سيد,1189750628,كورنيش المعادي,Maadi,2025-03-15,2025-04-15,2,1720,16,4,4,4,444
1646,عبدالله الشاذلي,1036005601,الحي الرابع,Zayed,2025-01-06,2025-02-08,2,1923,82,2,4,5,245
1787,ياسين جمال,1068486943,شارع 9,Maadi,2025-03-21,2025-03-27,2,1037,35,3,4,3,343
4608,زياد جمال,1250793082,الميرغني,Heliopolis,2025-01-30,2025-02-05,2,1848,85,2,4,4,244
3829,إبراهيم منصور,1151875269,المعادي الجديدة,Maadi,2025-02-10,2025-04-20,3,3082,11,5,5,5,555
2048,وليد عطية,1150232428,الحي الأول,Zayed,2025-02-19,2025-03-05,2,1706,57,3,4,4,344
4076,محمود عبدالسلام,1124389588,زايد 2,October,2025-02-28,2025-03-21,3,2335,41,3,5,5,355
4096,يوسف حجازي,1180016874,ميدان الحصري,October,2025-01-11,2025-04-16,2,1840,15,5,4,4,544
3982,عمر عبدالله,1030275195,زايد 2,October,2025-03-05,2025-03-05,1,785,57,3,1,2,312
2649,شريف الهواري,1024338476,كمبوند بيفرلي هيلز,Zayed,2025-03-19,2025-03-19,1,537,43,3,1,1,311
1442,يوسف النجار,1292272628,روكسي,Heliopolis,2025-01-04,2025-01-29,2,961,92,1,4,3,143
2123,محمد جمال,1296608752,شارع الطيران,Nasr City,2025-04-21,2025-04-21,1,210,10,5,1,1,511
1882,شريف جمال,1136344985,الحي السابع,October,2025-01-28,2025-03-25,4,5019,37,3,5,5,355
4443,زياد فتحي,1131135835,عباس العقاد,Nasr City,2025-03-18,2025-04-13,2,2845,18,4,4,5,445
4042,طارق الشاذلي,1043775178,الحي الأول,Zayed,2025-02-07,2025-04-26,5,5043,5,5,5,5,555
4910,مصطفى منصور,1019433255,الحي الخامس,October,2025-04-25,2025-04-25,1,562,6,5,1,1,511
3243,سامي النجار,1016808378,كورنيش المعادي,Maadi,2025-04-27,2025-04-27,1,321,4,5,1,1,511
2684,رامي الشريف,1037608994,زهراء المعادي,Maadi,2025-02-03,2025-02-22,2,1741,68,2,4,4,244
2639,طارق عبدالسلام,1055940142,مكرم عبيد,Nasr City,2025-01-17,2025-04-15,2,1010,16,4,4,3,443
1499,يوسف النجار,1292636744,المعادي الجديدة,Maadi,2025-02-21,2025-03-29,3,2094,33,4,5,5,455
2036,سيف عبدالله,1218105653,هليوبوليس سكوير,Heliopolis,2025-01-07,2025-04-09,4,3514,22,4,5,5,455
1297,مصطفى الهواري,1269803753,مكرم عبيد,Nasr City,2025-04-25,2025-04-25,1,594,6,5,1,1,511
2399,رامي سالم,1278460286,المعادي الجديدة,Maadi,2025-01-16,2025-04-11,4,3995,20,4,5,5,455
2555,وليد سيد,1071342757,شارع 9,Maadi,2025-02-22,2025-03-06,2,944,56,3,4,3,343
3588,طارق عبدالله,1086726223,الحي الثالث,Zayed,2025-02-07,2025-04-29,2,1644,2,5,4,4,544
1379,وليد منصور,1270128900,عباس العقاد,Nasr City,2025-01-01,2025-02-17,2,1266,73,2,4,3,243
2541,عمر الهواري,1279212857,الحي السابع,October,2025-01-29,2025-01-29,1,1670,92,1,1,4,114
2505,عبدالله عطية,1283812814,زايد 2,October,2025-01-30,2025-01-30,1,1070,91,1,1,3,113
3349,أحمد عبدالرحمن,1148494274,زايد 2,October,2025-04-10,2025-04-10,1,595,21,4,1,1,411
1138,خالد عبدالسلام,1093272898,الميرغني,Heliopolis,2025-04-15,2025-04-15,1,1200,16,4,1,3,413
3432,إبراهيم عبدالسلام,1197447899,شارع 9,Maadi,2025-01-05,2025-04-14,2,1547,17,4,4,4,444
4038,أحمد حسن,1253103092,المعادي الجديدة,Maadi,2025-03-30,2025-04-17,2,1040,14,5,4,3,543
3855,حمزة النجار,1289971883,مكرم عبيد,Nasr City,2025-02-16,2025-03-26,3,2146,36,3,5,5,355
